product_id,mae_cv
20001,255.2729826313368
20002,204.16560927408855
20003,135.20858280753038
20004,89.78707012111548
20005,164.6786579888455
20006,121.99181729641927
20007,128.2174596920573
20008,98.42937878181424
20009,90.93426764776476
20010,107.56725521286891
20011,102.75093429521485
20012,102.69637662488606
20013,88.15782266972657
20014,82.94563223058812
20015,76.21221577118055
20016,72.04862589208986
20017,56.428314578645825
20018,80.71289712427298
20019,106.74155110346138
20020,72.81516433070746
20021,69.42749879783528
20022,98.96716954228518
20023,45.68650201225586
20024,72.45083661440431
20025,73.60190128579102
20026,67.65725252684463
20027,34.45527469386936
20028,59.878554113671875
20029,56.57326921163194
20030,63.56545695102269
20031,64.01946501605903
20032,9999.0
20033,33.078105237923175
20035,35.324352292610676
20037,57.885502994479715
20038,35.039833637060546
20039,40.698757277020945
20041,28.624599711162652
20042,45.0474662282118
20043,39.77236135397136
20044,43.60181452914497
20045,44.32864947482639
20046,32.15460074305556
20047,38.989483639637584
20049,37.4082846413303
20050,57.62804679980197
20051,52.490457908279076
20052,49.192552213943145
20053,26.414945649289287
20054,47.367067828561744
20055,41.164793506727435
20056,59.834149398801
20057,32.94272804594727
20058,21.267210818128802
20059,26.94336205289171
20061,28.545109541894533
20062,28.991409055658636
20063,22.57191890709364
20065,31.0110310487793
20066,31.267556793307836
20067,40.56968271442871
20068,14.053524766663955
20069,24.715295545670575
20070,17.580518301402453
20071,20.79904234913737
20072,25.449463352685548
20073,20.186669781998695
20074,39.06667217523871
20075,36.75922887033149
20076,20.72662654829373
20077,35.24861542349447
20079,25.14514613803711
20080,40.205335902861876
20081,16.35315976945801
20082,33.45323059317356
20084,39.5039401202474
20085,9999.0
20086,16.49886738496501
20087,43.5755092724216
20089,9999.0
20090,24.258047260791013
20091,19.18951404330783
20092,19.464907703039547
20093,24.01347507458496
20094,37.359703162736004
20095,23.399358237634278
20096,24.003094012905546
20097,21.91776620772841
20099,15.002736929439289
20100,32.944723226199
20101,16.9722958623291
20102,112.56421772211233
20103,17.43405620635851
20106,14.575732999145504
20107,24.694328090687392
20108,18.781298736368814
20109,18.198148828226728
20111,12.520504824083115
20112,9999.0
20114,12.905787727355953
20116,38.17981300355088
20117,14.090317781647409
20118,13.859680260743541
20119,22.21903548566352
20120,16.048314449519854
20121,27.270164741370984
20122,9.71720191531033
20123,16.411288099523922
20124,12.41052316873508
20125,22.892945160913087
20126,9999.0
20127,9999.0
20129,10.320839511566842
20130,9999.0
20132,17.093302177520076
20133,24.001822329650878
20134,16.61250016782227
20135,9999.0
20137,9.968562403443737
20138,16.826190728082274
20139,18.706493237872316
20140,18.207031884143067
20142,18.594427365296767
20143,9999.0
20144,15.290783668945313
20145,18.241914478652614
20146,14.74260955583903
20148,28.178702587967262
20150,9999.0
20151,20.90831506252848
20152,16.778440471266002
20153,14.291623354197185
20155,15.658067294818792
20157,18.178725589841036
20158,17.216983143066408
20159,9999.0
20160,12.370120634254286
20161,8.894589437421333
20162,12.879178281754557
20164,9999.0
20166,11.493707589156086
20167,11.218240991136339
20168,8.95472541945733
20170,9999.0
20174,9999.0
20175,14.728007882823352
20176,7.620389253108046
20177,10.686276978846573
20179,11.191626630714248
20180,9.43678659960666
20181,8.057129107170953
20182,9.763132929207355
20183,7.7167265467814135
20184,12.285162629444718
20187,10.788280325930447
20188,8.752617818026396
20189,14.671583412729898
20192,28.791226021228027
20193,12.729623667551676
20196,10.460650756918675
20197,9.587475824373374
20198,7.459124202960882
20200,4.942948508116321
20201,10.93521362220527
20202,14.481350296332465
20203,9999.0
20205,8.179153189434816
20206,8.701549042659504
20207,13.0204953575297
20208,5.607162039160834
20209,10.270154228755697
20210,9999.0
20211,9.459751256490073
20212,10.409234155552843
20213,9999.0
20215,5.558035658268229
20216,10.443774516046144
20218,9999.0
20219,7.895914278230795
20220,6.449473357906088
20222,5.317748415675863
20224,6.499928017679849
20225,7.780097602939181
20226,7.251612013425701
20227,11.09831679134725
20228,7.192391111120267
20230,3.6308960534586587
20231,5.937554654440308
20232,12.389549751747637
20233,11.685241166256374
20234,9.935364596494377
20235,8.465658790575493
20236,9999.0
20237,9999.0
20238,7.453716860906306
20239,8.78993959122823
20240,8.780671707044812
20241,5.243653335373942
20242,8.669588952597724
20244,9.243720303323702
20246,7.634368529192438
20249,5.631126664844089
20251,8.303001139221191
20252,6.293037122558594
20253,5.028046562891643
20254,5.3761002539225275
20255,12.522327786530898
20256,4.11330425238105
20257,9999.0
20259,4.692247392666966
20261,9999.0
20262,9999.0
20263,3.3994431758029515
20264,7.301087103423055
20265,8.747791726648352
20266,9999.0
20267,4.194589210695394
20268,8.110823222847156
20269,5.767847641115994
20270,6.827526416509332
20271,7.179144476023017
20272,4.665488172021485
20273,5.919700321756999
20275,5.324014677724541
20276,2.7719682074164496
20277,7.682224607713489
20278,5.428796525406901
20280,6.572354429419624
20281,6.949759829750571
20282,5.630805668751017
20283,3.4408755121405705
20284,3.956561743119642
20285,4.871572547509765
20286,9999.0
20288,3.9216246066680904
20289,7.290225306703357
20290,5.503769443193901
20291,4.8697455962561715
20292,4.315853372259861
20295,5.5485992242187505
20296,3.6747391813944503
20297,9999.0
20298,3.55577719386122
20299,7.182797891549681
20300,4.341081203457642
20301,4.396957745966594
20302,7.551931565757921
20303,3.518858280490451
20304,6.443503066317748
20305,7.843106621128337
20306,9999.0
20307,5.0347266635158965
20309,5.596837929845513
20310,6.74696247280104
20311,4.556577240475804
20313,4.900556806994629
20314,3.6178102004041888
20315,4.2615956567789715
20316,6.98775530163235
20317,3.195113881512451
20319,3.6100324699774853
20320,3.2806052553141276
20321,5.624203184188504
20322,6.045031369041612
20323,9999.0
20324,3.845309331777276
20325,8.047101366104297
20326,3.3539079853122287
20327,4.673867031568061
20328,4.576510174436441
20329,5.68613228776279
20330,4.638412358779568
20332,6.189982608821614
20334,9.580657795600043
20335,4.260463386670599
20336,4.20622731613973
20337,2.981278453260633
20338,4.073066805396525
20340,8.353166943183052
20341,3.857002243934801
20342,5.824236701761203
20343,3.331335443203397
20344,9999.0
20346,3.921450643701172
20348,9999.0
20349,3.2783199374152288
20350,7.118400644350942
20351,9999.0
20352,2.3328546086992055
20353,5.294438958106825
20354,1.704476304578654
20355,9999.0
20356,4.695799962785169
20357,5.576898563597277
20358,5.456218187224833
20359,3.614160069765558
20361,6.04465323732232
20362,8.114831116478815
20364,9999.0
20365,4.439236719674005
20366,4.191226416836548
20367,3.583484157470025
20368,9999.0
20372,4.521912323805746
20375,2.813391590636529
20377,3.872963424449497
20378,9999.0
20379,3.4062548184071857
20380,3.7238100733489987
20381,3.330111815358819
20382,2.8095894937471177
20383,3.085643342830404
20384,4.315033106295777
20385,3.713967062416246
20386,2.3191350370646164
20387,9999.0
20388,5.112541801253255
20389,9999.0
20390,3.173812058820936
20395,9999.0
20396,3.073454551872423
20398,8.569306985027737
20400,3.595151288191732
20401,3.4005539876444493
20402,2.098639132575141
20403,9999.0
20404,3.046651748967658
20406,4.355787661760796
20407,3.3996903520833337
20408,9999.0
20409,4.292031319950018
20410,2.6468070313537595
20411,2.4872759026441784
20414,9999.0
20415,2.699505987723456
20416,4.4604923275558885
20417,2.241269163035075
20418,4.090957952923118
20419,2.1107792308302136
20421,3.442858711160787
20422,4.340476821732669
20424,2.204193914130317
20426,3.778214968854268
20428,2.6334413472685494
20429,4.112829898603947
20432,2.3089426412228056
20433,3.1448509437167695
20434,3.251836933724637
20438,3.422106038678148
20440,9999.0
20442,9999.0
20443,2.5449721103827576
20447,2.2766057389263574
20449,4.587371051346884
20450,2.2487963140523277
20453,2.6355912507516366
20456,2.9904738992718167
20458,9999.0
20459,9999.0
20460,9999.0
20463,2.4268981914299856
20464,3.1962014716564604
20465,2.4378132510769315
20466,2.09631334570499
20469,2.3815614797448057
20470,3.534592531745063
20473,4.15018448157552
20474,2.898563075918918
20476,9999.0
20477,9999.0
20478,2.697084183183458
20479,9999.0
20480,2.060516165385267
20481,9999.0
20482,2.092266012468974
20483,2.001735820073785
20484,2.648840367879062
20488,9999.0
20490,3.4661353480814183
20491,9999.0
20495,9999.0
20496,3.3260343177134195
20497,2.083474031699287
20500,1.8686429920342338
20502,2.4767337523127244
20503,9999.0
20505,2.757180741010369
20508,2.2344629368608264
20509,2.9012866977338794
20510,9999.0
20513,9999.0
20514,2.091982750802273
20517,2.035612098377991
20520,4.150971474103122
20521,9999.0
20522,9999.0
20523,9999.0
20524,1.6952976863094755
20525,9999.0
20526,9999.0
20527,9999.0
20530,5.050369634066773
20531,9999.0
20532,1.906677241305203
20536,1.532913119844903
20537,9999.0
20538,2.0382450887730914
20539,1.9251628554339937
20540,9999.0
20541,9999.0
20542,1.8345929929326374
20544,1.9299258949144154
20547,9999.0
20548,9999.0
20549,2.7315035105429333
20551,1.951102353499688
20552,2.543927402234819
20553,9999.0
20555,1.8585959436623043
20558,9999.0
20559,9999.0
20560,2.3522529548160973
20561,2.1033675992646748
20563,1.6944678432223845
20565,3.32362379575331
20567,9999.0
20568,1.970039173500061
20569,9999.0
20570,1.4376240198557535
20571,9999.0
20572,1.2588754061346266
20574,1.7340738360900878
20575,9999.0
20576,9999.0
20577,9999.0
20578,1.7819054936197065
20579,2.1503417757723917
20580,9999.0
20583,1.6797212845028349
20585,1.3341696278060067
20586,3.663081777433819
20588,2.2902540022146014
20589,1.3297645298394098
20592,9999.0
20593,9999.0
20596,2.568339488060676
20597,2.03571906094496
20599,1.5349124729882135
20600,1.184195351145935
20601,3.396973931328243
20602,1.3351680136840818
20603,9999.0
20604,9999.0
20605,1.5569268792204962
20606,1.2129137326315989
20609,2.104852728327603
20611,9999.0
20612,1.6593800091266206
20614,1.5910733839585198
20615,9999.0
20617,2.4019340718369375
20620,9999.0
20621,9999.0
20622,0.8884063305211385
20623,9999.0
20624,0.716901392946879
20627,9999.0
20628,1.368598820723046
20629,0.6803263838263616
20632,0.9826917265988669
20633,9999.0
20636,2.5115202622575126
20637,1.1028728324871486
20638,9999.0
20639,1.2873018032547845
20640,1.253952668226369
20641,1.3826185551339043
20642,1.689836741046058
20644,1.306769460636902
20646,0.9709570459916856
20647,2.2633986651233675
20649,9999.0
20651,1.6423072777983774
20652,1.5227726067147147
20653,1.1637834083940295
20654,1.043787124686686
20655,1.2149859734550477
20657,3.1754448348580464
20658,1.0972810515512257
20659,9999.0
20660,1.8564285230443318
20661,1.350720766921658
20662,9999.0
20663,1.8386312678846994
20664,1.4482197003359478
20666,2.037994974750265
20667,2.9355876320635472
20670,2.4654626433588027
20672,1.3313118000094097
20673,9999.0
20674,9999.0
20676,1.080684998848343
20677,1.1637200605989244
20678,1.5903868740136677
20679,9999.0
20680,1.3573064922793918
20681,9999.0
20682,9999.0
20684,1.0919986603929308
20685,1.9714916136416327
20686,9999.0
20689,9999.0
20691,9999.0
20693,1.495094324677955
20694,9999.0
20696,1.2011390359353808
20697,0.7154649692284478
20699,1.559583119344033
20700,9999.0
20701,0.656665046315172
20702,0.6930527638961792
20703,9999.0
20705,1.5341885271175808
20706,1.464093387891409
20708,1.0043056612576804
20709,9999.0
20711,9999.0
20713,1.0295856739415488
20714,1.2406042351831226
20715,1.0905239795678456
20719,9999.0
20720,9999.0
20721,1.8500825969441732
20724,2.0340522512636396
20729,2.229307461630906
20730,1.0737612556908502
20732,9999.0
20733,2.789501638711166
20735,1.054491259879303
20737,1.7476193751665328
20739,0.44838722921481666
20741,1.8563984520917116
20742,1.0508634528368208
20743,0.6562900920327503
20744,0.7576576710883247
20745,0.9390000770184834
20746,9999.0
20749,0.5969328359369913
20750,0.7196491843000341
20751,0.9062175549023734
20754,9999.0
20756,0.659488579148017
20757,9999.0
20758,0.9498019948450723
20759,1.3003801308505163
20761,0.711544453581916
20762,9999.0
20765,1.6458223035920885
20768,0.3376908129264832
20771,0.6297638343210219
20772,9999.0
20773,1.6083964623022293
20774,9999.0
20775,0.7044829351236556
20777,0.4899908034427784
20781,0.9333276384147645
20783,9999.0
20785,9999.0
20786,1.3202646791278254
20788,1.4056030647627087
20789,0.8592494937711926
20793,0.5722839793821546
20795,9999.0
20800,1.8542676649278005
20801,0.49627152552121484
20802,0.8782808810094835
20803,0.7529688975579156
20807,0.44471659655274287
20809,0.7550955024371676
20810,0.67652349372317
20811,9999.0
20812,0.7735429825277964
20815,9999.0
20817,9999.0
20818,0.5984210123176574
20820,0.5665874331582388
20822,9999.0
20823,0.46823676093093036
20824,2.327881051468701
20826,0.6583493734151629
20827,9999.0
20828,1.4361244935894435
20830,0.8247955460185791
20831,0.5609929683951058
20832,0.8605104407860791
20835,9999.0
20838,0.7641090548474629
20840,0.5381784801270378
20843,0.9526631983828227
20845,9999.0
20846,0.6178220861924489
20847,0.541760312291336
20849,0.8079726517223783
20852,0.6425081707942962
20853,9999.0
20855,0.5547788072540143
20859,9999.0
20862,0.4136488838210636
20863,0.6673301647919125
20864,0.40867016692424346
20865,0.38521403822140166
20870,0.5845759875261731
20877,0.6397217936165421
20878,0.6598791415694766
20879,0.5472286656154208
20882,0.49391524169985457
20883,0.4143159360336727
20885,0.5270784935683144
20886,9999.0
20892,0.47567914967617464
20894,0.7136482638262854
20899,9999.0
20901,0.3058348897574531
20902,9999.0
20904,9999.0
20906,0.32405943552032046
20907,9999.0
20908,9999.0
20910,9999.0
20912,9999.0
20913,0.38053252731571197
20914,0.40646007746572854
20917,9999.0
20919,0.4290934255257077
20920,9999.0
20922,0.4791590715535058
20924,9999.0
20925,0.6836122518850539
20927,9999.0
20928,9999.0
20931,0.428979559896787
20932,9999.0
20933,9999.0
20936,1.5332273404381007
20937,0.3397792170818117
20941,0.3819091252261268
20942,9999.0
20945,0.42874106962320546
20946,9999.0
20947,0.2665441916865667
20948,0.34827363819853463
20949,0.282428105251397
20951,0.4736237835246192
20953,9999.0
20956,0.2859156619252946
20957,0.346074401477072
20961,0.19532546565789116
20962,9999.0
20965,0.32450770831680303
20966,9999.0
20967,9999.0
20968,9999.0
20970,0.2363354604994244
20975,9999.0
20976,0.23369719452116225
20982,0.6335092748357136
20985,0.2259374770500607
20986,0.18490378607150187
20987,9999.0
20990,9999.0
20991,0.6167688425050629
20994,0.296213123546452
20995,9999.0
20996,0.21984382566824667
20997,9999.0
21001,9999.0
21003,0.17115631186778457
21006,9999.0
21007,9999.0
21008,0.18385059125315348
21014,0.1801376429887136
21016,0.2631189858316952
21022,9999.0
21024,0.20692586794876525
21027,0.6355676191820392
21028,0.16918249821909798
21032,0.16563140817513994
21033,9999.0
21034,9999.0
21035,9999.0
21037,9999.0
21038,0.24381063367489703
21039,9999.0
21040,9999.0
21042,9999.0
21044,9999.0
21048,0.122320542413844
21049,0.1953403938249588
21055,0.1670749412327766
21056,9999.0
21057,0.2832505106900215
21058,9999.0
21064,9999.0
21065,9999.0
21073,9999.0
21074,9999.0
21077,0.17901484629665482
21079,9999.0
21080,0.10440373269631067
21084,9999.0
21086,9999.0
21087,9999.0
21088,0.16223687154846195
21092,9999.0
21093,9999.0
21097,9999.0
21099,9999.0
21105,9999.0
21109,9999.0
21110,9999.0
21111,9999.0
21112,9999.0
21114,9999.0
21118,9999.0
21119,9999.0
21126,9999.0
21129,9999.0
21131,0.06667661285334163
21135,9999.0
21140,9999.0
21142,9999.0
21144,9999.0
21146,9999.0
21153,9999.0
21154,9999.0
21155,9999.0
21157,9999.0
21159,9999.0
21163,9999.0
21164,9999.0
21167,0.05671527355681525
21168,9999.0
21170,0.08914411863070595
21171,9999.0
21176,9999.0
21179,9999.0
21180,0.058020975141896136
21182,0.18090205008483995
21184,9999.0
21190,0.058613415719972715
21191,9999.0
21192,0.043923919544989365
21194,9999.0
21196,9999.0
21200,0.06163176634867721
21201,9999.0
21202,0.09850362128425968
21207,9999.0
21209,9999.0
21212,9999.0
21214,9999.0
21218,0.040241870077474914
21222,0.02588032426802847
21224,0.038086268680593706
21226,9999.0
21227,9999.0
21233,9999.0
21244,9999.0
21245,9999.0
21246,9999.0
21248,9999.0
21252,9999.0
21256,9999.0
21259,9999.0
21262,9999.0
21263,9999.0
21265,9999.0
21266,9999.0
21267,9999.0
21276,9999.0
