product_id,mae
20032,330.9405576726403
20001,213.39921487206655
20002,205.3515841070163
20005,176.0199294294724
20003,164.4216824891588
20007,163.8943140956803
20004,137.43275705008645
20012,134.36367106301114
20006,120.80589867737172
20016,113.19201590060054
20009,111.08629377787867
20010,105.19999140496388
20085,102.7399691366345
20089,102.64718461467368
20008,99.48727937080729
