product_id,mae_regresion,mae_arima,mae_lgbm,mae_xgboost,mae_autogluon
20099,35.60906513955273,inf,35.85276283569336,inf,inf
20100,51.8490176913318,inf,49.401873242069165,inf,inf
20101,15.516375204460966,inf,15.025474494566625,inf,inf
20102,77.88654736561045,inf,83.69813177963258,inf,inf
20103,11.563718874137018,inf,15.532805826721187,inf,inf
20106,14.018697639405213,inf,13.539574668585333,inf,inf
20107,21.043081131173647,inf,18.81688920009068,inf,inf
20108,22.91424804065617,inf,19.571034860503527,inf,inf
20109,35.87044505871247,inf,41.97544912357876,inf,inf
20111,14.421968913967074,inf,14.339037353795888,inf,inf
20112,27.983623543551776,inf,26.348070883232,inf,inf
20114,12.360895594795545,inf,13.242352765808107,inf,inf
20116,49.45042068035641,inf,57.5010484778486,inf,inf
20117,35.58933927509293,inf,35.265872141810824,inf,inf
20118,36.42089806661944,inf,26.32203478179932,inf,inf
20119,42.99348561456304,inf,41.843219042632434,inf,inf
20120,10.191332778367853,inf,8.830478841471768,inf,inf
20121,30.32312874756594,inf,33.968146573578,inf,inf
20122,6.263635732873074,inf,6.233090913758567,inf,inf
20123,11.378606171003721,inf,11.491949520456744,inf,inf
20124,21.819171960523988,inf,20.845135730852398,inf,inf
20125,10.955307565055758,inf,10.190992497041663,inf,inf
20126,30.45009898360171,inf,30.721846562721336,inf,inf
20129,7.6730406768159565,inf,12.27973092875578,inf,inf
20130,38.34547185148184,inf,31.823785844305128,inf,inf
20132,8.926360125685964,inf,10.078867208569587,inf,inf
20133,17.039299591078066,inf,16.549399383007753,inf,inf
20134,14.977912788104087,inf,13.808047507361582,inf,inf
20135,30.21346710592406,inf,30.348583330265928,inf,inf
20137,11.552434213135067,inf,11.909799742724362,inf,inf
20138,33.43180651000176,inf,33.85149773398263,inf,inf
20139,10.564382583643122,inf,10.903522489438739,inf,inf
20140,12.455677434944246,inf,13.080892753840853,inf,inf
20142,15.48663787395999,inf,17.878510923592703,inf,inf
20143,38.101150824175825,inf,37.47982706200736,inf,inf
20144,13.306000984245,inf,14.580839412032145,inf,inf
20145,15.982773220924056,inf,16.89224963665398,inf,inf
20146,26.62738209417595,inf,18.891111673322403,inf,inf
20148,42.58643683660825,inf,37.407524380078996,inf,inf
20150,59.932451181858475,inf,63.44941343913759,inf,inf
20151,25.87294743022365,inf,25.921087823143786,inf,inf
20152,14.36475092464743,inf,21.933780798528243,inf,inf
20153,14.364540286776414,inf,14.453363444802424,inf,inf
20155,13.879631619755713,inf,13.97273377898236,inf,inf
20157,19.805455761196672,inf,19.366578220815853,inf,inf
20158,23.215965185873607,inf,26.058240072289294,inf,inf
20159,29.305538691308698,inf,28.837480034746445,inf,inf
20160,7.495943853484404,inf,7.455799911150252,inf,inf
20161,10.481358263409447,inf,11.047452501631755,inf,inf
20162,33.035232866289014,inf,30.814238230994086,inf,inf
20164,21.677456887755106,inf,20.249368733787538,inf,inf
20166,11.896054624712335,inf,13.823339060902498,inf,inf
20167,8.59542395645247,inf,9.18854367688549,inf,inf
20168,36.21200001003128,inf,33.947016399165555,inf,inf
20170,23.223102370962383,inf,22.53417243296305,inf,inf
20175,19.625897089160333,inf,18.36010580464266,inf,inf
20176,9.97595038118841,inf,11.114682046269008,inf,inf
20177,8.31117672331386,inf,9.258173739166262,inf,inf
20179,14.16661929456541,inf,13.990990051341157,inf,inf
20180,5.40722408685903,inf,3.605935117444407,inf,inf
20181,5.455777168230364,inf,5.364531993283642,inf,inf
20182,8.640759513483209,inf,9.676225646262655,inf,inf
20183,17.49820294270372,inf,17.196318892582482,inf,inf
20184,7.757585876261286,inf,8.697043303932658,inf,inf
20187,9.308081354517027,inf,9.404399635588975,inf,inf
20188,8.681929198088158,inf,9.548409733861027,inf,inf
20189,11.443253684722963,inf,8.926017453167974,inf,inf
20192,14.511629293928024,inf,16.274630632904216,inf,inf
20193,8.529879129049391,inf,8.993615317890402,inf,inf
20196,7.638903688558442,inf,7.209799967450509,inf,inf
20197,9.54733026405854,inf,10.914805933641704,inf,inf
20198,5.863975295627545,inf,5.961199619408434,inf,inf
20200,5.337806448338938,inf,5.203672533737493,inf,inf
20201,9.937578102909072,inf,9.924125350653203,inf,inf
20202,10.274039099402708,inf,8.910154202628458,inf,inf
20203,15.919471683673468,inf,14.958856645229885,inf,inf
20205,4.963732203044787,inf,7.34074713602183,inf,inf
20206,10.863854175960341,inf,10.032360134199493,inf,inf
20207,28.472092739717937,inf,24.54886920719692,inf,inf
20208,4.189436839853661,inf,5.203147333987488,inf,inf
20209,4.350891898861156,inf,5.206658823603417,inf,inf
20211,18.39422944532955,inf,17.22496470656726,inf,inf
20212,9.352178464625004,inf,8.572425356221101,inf,inf
20215,4.255975489467163,inf,4.657711282004532,inf,inf
20216,18.773168767628484,inf,15.333207858423505,inf,inf
20218,13.84369282434402,inf,14.699784290832792,inf,inf
20219,8.475732721720657,inf,9.740105239857261,inf,inf
20220,5.650262525225705,inf,5.635782904454446,inf,inf
20222,7.204235156074819,inf,6.168487453899772,inf,inf
20224,6.2760324721189615,inf,6.620138435949209,inf,inf
20225,4.49168672449401,inf,4.49953361890569,inf,inf
20226,5.577351042662414,inf,7.17822767227017,inf,inf
20227,25.7083080456718,inf,28.542676661594932,inf,inf
20228,17.131708340119193,inf,18.024470313589912,inf,inf
20230,3.1367665153124427,inf,3.0817953174266033,inf,inf
20231,6.29289732843571,inf,5.938503414186749,inf,inf
20232,13.03582168525403,inf,15.07788737298148,inf,inf
20233,19.040675269664252,inf,16.491469055647325,inf,inf
20234,8.472461436537442,inf,14.638526284552205,inf,inf
20235,21.033544147341708,inf,19.75760653768267,inf,inf
20237,13.65545177849117,inf,10.898115104454192,inf,inf
20238,5.979999160913437,inf,5.898939647839605,inf,inf
20239,2.7126179671918336,inf,3.29126984308204,inf,inf
20240,4.225480739953974,inf,5.095366467596558,inf,inf
20241,4.609015632560335,inf,5.374503806532255,inf,inf
20242,15.97314601699416,inf,14.033132934156145,inf,inf
20244,5.828868000531066,inf,4.87981643608755,inf,inf
20246,5.003314809700832,inf,5.53578424169268,inf,inf
20249,4.6894626798253345,inf,9.985888106923785,inf,inf
20251,7.913094625597451,inf,8.192062075891302,inf,inf
20252,4.634676150646131,inf,5.997155419645504,inf,inf
20253,4.289645533722783,inf,5.213597219002393,inf,inf
20254,6.150798293798311,inf,5.9227205073687506,inf,inf
20255,12.45280718239216,inf,11.90573187779018,inf,inf
20256,3.186174013394703,inf,3.8260601385856168,inf,inf
20259,4.031515457898154,inf,5.95269214523549,inf,inf
20262,6.516343204313784,inf,7.056727487642058,inf,inf
20263,2.690911964949548,inf,2.7310517319021415,inf,inf
20264,9.364543534843927,inf,9.344115177764893,inf,inf
20265,10.850279654511125,inf,15.02627599741488,inf,inf
20266,15.952684090909097,inf,16.793140005979993,inf,inf
20267,3.319591581695874,inf,3.035885451808073,inf,inf
20268,4.109301713577624,inf,4.046984778109375,inf,inf
20269,6.741429350622527,inf,7.744912227145605,inf,inf
20270,9.626466322357938,inf,8.652799693524107,inf,inf
20271,5.531662604000708,inf,7.914518929282208,inf,inf
20272,4.150120339883167,inf,4.914873845143221,inf,inf
20273,4.107429041423263,inf,5.265646769969707,inf,inf
20275,4.661064433233022,inf,4.4418724078404175,inf,inf
20276,3.8348539003953506,inf,4.024399596350533,inf,inf
20277,6.404998622765089,inf,5.955052499032214,inf,inf
20278,4.316659283058949,inf,8.93542154277023,inf,inf
20280,5.829851351271614,inf,5.774405091326285,inf,inf
20281,6.047280523986546,inf,6.343382053891736,inf,inf
20282,4.873692879270669,inf,4.796335867733859,inf,inf
20283,5.106726360122737,inf,5.27116780701501,inf,inf
20284,4.127292700182923,inf,4.201406692142876,inf,inf
20285,5.267913254853367,inf,7.23659238599894,inf,inf
20288,3.874367548828701,inf,3.855763267538109,inf,inf
20289,6.543807207765385,inf,5.522330479884633,inf,inf
20290,5.271982449106035,inf,5.383764697711712,inf,inf
20291,5.105857291260991,inf,4.882998488960559,inf,inf
20292,5.000086735705433,inf,5.2306588371728395,inf,inf
20295,5.900622915855315,inf,5.653553117129462,inf,inf
20296,2.1305731961409093,inf,2.359473315118284,inf,inf
20297,9.512107149255096,inf,8.756960962253752,inf,inf
20298,5.074331653182371,inf,4.827851825901379,inf,inf
20299,9.331682069392812,inf,8.684143936823629,inf,inf
20300,3.99360149613501,inf,4.345374034616898,inf,inf
20301,4.962876736590549,inf,5.098791510316498,inf,inf
20302,7.178787625243408,inf,12.04265707195788,inf,inf
20303,4.677689372750338,inf,4.496935702379187,inf,inf
20304,10.503301588186698,inf,10.014567815705123,inf,inf
20305,7.091454201038532,inf,11.80888947117864,inf,inf
20306,7.985211138835571,inf,7.451755832597036,inf,inf
20307,5.363051956983538,inf,5.880029029341715,inf,inf
20309,4.381578334808519,inf,4.109104566465105,inf,inf
20310,6.798350882457073,inf,6.762147963091793,inf,inf
20311,2.2754315076414704,inf,1.4552850048450554,inf,inf
20313,10.490433199999996,inf,9.026502981584072,inf,inf
20314,2.97861649495486,inf,2.9788704732264306,inf,inf
20315,2.7844588048032115,inf,2.911021738646567,inf,inf
20316,16.336802192423438,inf,14.613230678209577,inf,inf
20317,2.7240815474715276,inf,3.0474949526214603,inf,inf
20319,4.683710187439783,inf,5.694641329520089,inf,inf
20320,3.2217595288251597,inf,3.332238419727403,inf,inf
20321,7.807529620581816,inf,8.605825075908582,inf,inf
20322,15.54062697616097,inf,14.969852146192279,inf,inf
20323,10.590963697102637,inf,8.34443820017981,inf,inf
20324,4.621598592671268,inf,3.634873058627577,inf,inf
20325,17.247454044668675,inf,15.589389977422442,inf,inf
20326,3.3790613843158073,inf,3.6625732316495947,inf,inf
20327,3.574131204637989,inf,3.730781509552002,inf,inf
20328,6.990988736059478,inf,5.571999643588943,inf,inf
20329,3.939447315159024,inf,4.27937294472675,inf,inf
20330,3.0984000135717227,inf,3.012533998936244,inf,inf
20332,6.891785939399305,inf,5.914190119888149,inf,inf
20334,9.924291467751656,inf,9.949140854913525,inf,inf
20335,3.62311530654393,inf,4.340030489941033,inf,inf
20336,4.023441362187998,inf,4.389860868663399,inf,inf
20337,2.7800934900542487,inf,3.060726733545288,inf,inf
20338,4.332944168879447,inf,5.040393358875197,inf,inf
20340,8.87693852786454,inf,8.896425159931326,inf,inf
20341,3.0318516327373595,inf,3.454188947127984,inf,inf
20342,3.6676600135717234,inf,3.8573642876148226,inf,inf
20343,4.011840062111802,inf,4.003722804405409,inf,inf
20344,4.081494467598941,inf,5.331303959810772,inf,inf
20346,5.109816548651679,inf,4.895665620978219,inf,inf
20348,4.448344423727265,inf,5.217699121539403,inf,inf
20349,2.5244571543636036,inf,2.3311796317914073,inf,inf
20350,5.213963794476899,inf,9.820073105963884,inf,inf
20351,6.537688877234452,inf,4.447702530946836,inf,inf
20352,5.369799619106629,inf,5.0692346851021926,inf,inf
20353,4.719087492181507,inf,5.260434293109348,inf,inf
20354,2.321296877913494,inf,2.0950895349588197,inf,inf
20356,2.956581004012508,inf,2.655241642972985,inf,inf
20357,2.954092902873668,inf,3.125562747178759,inf,inf
20358,7.482857377706972,inf,7.50708148980277,inf,inf
20359,1.9648681456895012,inf,1.8132611066818234,inf,inf
20361,10.905714824747744,inf,9.227622795889717,inf,inf
20362,9.869319096890303,inf,8.488503625629969,inf,inf
20364,13.940079039294043,inf,13.335225793524245,inf,inf
20365,2.996268523632501,inf,3.007631031775961,inf,inf
20366,5.292406460730509,inf,5.767132718876427,inf,inf
20367,2.8147985431049745,inf,3.303454083450473,inf,inf
20368,4.647029872950214,inf,4.027941435194749,inf,inf
20372,6.580765498908363,inf,6.319706258445272,inf,inf
20375,7.666386748982123,inf,7.187235322647096,inf,inf
20377,4.378366566432123,inf,4.4466030206214615,inf,inf
20378,10.757595170630818,inf,10.52641134162316,inf,inf
20379,9.574757332566236,inf,8.319853425189427,inf,inf
20380,3.755787578037412,inf,3.118939334275382,inf,inf
20381,4.9053791131173625,inf,4.619668553646632,inf,inf
20382,6.105760725497137,inf,6.08217827657427,inf,inf
20383,4.5707405933203535,inf,5.444427812383515,inf,inf
20384,6.732644387502213,inf,5.823106299368411,inf,inf
20385,4.352288929013986,inf,5.3638632776042385,inf,inf
20386,1.2507455989260634,inf,1.172700696727208,inf,inf
20387,4.0096741714651305,inf,4.313617996516152,inf,inf
20388,4.855463593556382,inf,3.9833486262551134,inf,inf
20389,12.828775176490174,inf,10.295998788604736,inf,inf
20390,5.9217780513707625,inf,6.597601374829215,inf,inf
20395,6.4347181643659725,inf,5.887045300707137,inf,inf
20396,4.953685115359649,inf,3.885732113794599,inf,inf
20398,4.7748424765445225,inf,8.968645694627568,inf,inf
20400,5.002435583584117,inf,4.415700032862084,inf,inf
20401,3.221633616274267,inf,4.0811239509746,inf,inf
20402,2.2544484565327894,inf,1.7893319228715343,inf,inf
20403,3.5205607211406615,inf,3.7956190088665664,inf,inf
20404,3.1364255655868325,inf,3.4212503510338914,inf,inf
20406,2.6524049286009324,inf,2.7602341612006205,inf,inf
20407,2.911897679235266,inf,3.1859526604835353,inf,inf
20409,8.893849358293506,inf,8.830672973431177,inf,inf
20410,2.960472829704373,inf,2.907556369739454,inf,inf
20411,1.9962336330914041,inf,3.00781357195173,inf,inf
20415,7.740670849829205,inf,8.599704306143057,inf,inf
20416,4.145383297928833,inf,7.073826750850678,inf,inf
20417,2.2952988533382235,inf,2.432647267071876,inf,inf
20418,5.477726071871129,inf,7.732286567933802,inf,inf
20419,1.2895985012096538,inf,1.251947186934802,inf,inf
20421,1.9646816654865167,inf,1.887827468873207,inf,inf
20422,4.566414684899982,inf,7.317590144026522,inf,inf
20424,2.612998771759013,inf,3.2346372038269036,inf,inf
20426,4.646352289377289,inf,4.801623722087719,inf,inf
20428,5.581427689856612,inf,7.3725827633190155,inf,inf
20429,4.431208705080546,inf,7.096579844777438,inf,inf
20432,2.5470035439900895,inf,3.1133399204160725,inf,inf
20433,3.8115878597981934,inf,3.706414647279856,inf,inf
20434,3.5759388207352307,inf,3.259875728735923,inf,inf
20438,3.648653867646192,inf,3.249815800599858,inf,inf
20443,2.83562261757243,inf,3.2003579804455504,inf,inf
20447,3.7320130864062366,inf,4.531944311136754,inf,inf
20449,4.681237820263175,inf,7.034029500438339,inf,inf
20450,2.2399924747742967,inf,2.2359580698215717,inf,inf
20453,3.000637348998126,inf,3.0901806281237696,inf,inf
20456,3.953669932699001,inf,3.6671377572094945,inf,inf
20463,2.26246232164985,inf,2.277563978032384,inf,inf
20464,3.0839209155012703,inf,3.5835139859527345,inf,inf
20465,2.127127057886351,inf,3.0370178036576876,inf,inf
20466,2.706350588894789,inf,2.492836792700632,inf,inf
20469,2.784027020355531,inf,2.601231722792368,inf,inf
20470,2.4770410246651315,inf,1.663123264696866,inf,inf
20473,3.8614734997344655,inf,3.914732091884613,inf,inf
20474,2.4872459045848814,inf,2.22927713292803,inf,inf
20478,6.6377127036436905,inf,7.229863364970521,inf,inf
20479,1.7453964030612243,inf,1.776188031075341,inf,inf
20480,3.730490783324482,inf,3.6527450009046283,inf,inf
20481,0.8802081060717978,inf,0.9411767002617133,inf,inf
20482,3.164951549831828,inf,2.7822828549272183,inf,inf
20483,2.3222868903050684,inf,2.2492087579345705,inf,inf
20484,3.4205528671741328,inf,3.881703136762892,inf,inf
20488,3.668645610873099,inf,3.0483619194399654,inf,inf
20490,5.391783661414999,inf,6.644404178054673,inf,inf
20496,5.934694321809863,inf,5.484445237225123,inf,inf
20497,2.1901856116126748,inf,2.370485791078635,inf,inf
20500,1.729441532719655,inf,1.2824662650657186,inf,inf
20502,1.838465937039004,inf,2.029011459872383,inf,inf
20505,2.1319463834306953,inf,2.3366274552473727,inf,inf
20508,5.90148351712359,inf,6.469895320318945,inf,inf
20509,5.249136497020122,inf,6.660534798760609,inf,inf
20513,2.2789239653290534,inf,1.7721953798270713,inf,inf
20514,1.1624021250371253,inf,1.0249698908549896,inf,inf
20517,1.306376765799257,inf,1.4239735867560641,inf,inf
20520,2.816713954682245,inf,2.7857298639931116,inf,inf
20524,2.0208063447807874,inf,1.8489160812850878,inf,inf
20530,3.8771836230601298,inf,4.148135430875506,inf,inf
20532,2.4263626992978096,inf,2.395620675928934,inf,inf
20536,0.9734319968135934,inf,1.2418040840109998,inf,inf
20538,1.2967983613618925,inf,1.2964468895246541,inf,inf
20539,1.8062696456599971,inf,2.020943611932482,inf,inf
20541,2.39966869995568,inf,2.6429937324138257,inf,inf
20542,1.3138411260803255,inf,1.045313572010882,inf,inf
20544,1.4642452537125337,inf,1.6812234729244842,inf,inf
20549,3.292672320764737,inf,3.221206055296458,inf,inf
20551,1.7773746919808815,inf,2.1926240007466684,inf,inf
20552,6.671469642172174,inf,6.451450614586739,inf,inf
20555,2.342299732401016,inf,3.6639969367569205,inf,inf
20560,1.675771844279223,inf,1.8854931162406745,inf,inf
20561,3.4863301460435485,inf,4.680820004725845,inf,inf
20563,3.666342043429516,inf,3.665775874682835,inf,inf
20565,1.7297244966660767,inf,2.1771093392354617,inf,inf
20567,1.8977265030618768,inf,1.897556032797798,inf,inf
20568,1.0142471933085502,inf,1.1261667874824757,inf,inf
20570,1.0031251153596503,inf,0.6308203553565667,inf,inf
20571,1.8949068533018174,inf,1.9239828616773689,inf,inf
20572,2.88304524606125,inf,3.0758356506974356,inf,inf
20574,3.155783605951011,inf,2.3272990102122604,inf,inf
20576,2.9034778112359554,inf,2.4716793807158175,inf,inf
20578,1.1088982863082868,inf,1.1430471366660555,inf,inf
20579,2.8741452454711753,inf,2.8738773273351237,inf,inf
20583,1.2683341854015462,inf,1.6741364552388869,inf,inf
20585,2.3301493792411643,inf,2.237306067814948,inf,inf
20586,2.3331095671800335,inf,4.316293745268998,inf,inf
20588,3.7746058449797886,inf,4.267823340786944,inf,inf
20589,0.8176201364458324,inf,0.7408967705656353,inf,inf
20596,3.211193373605948,inf,2.5902295486276485,inf,inf
20597,3.0278980548179626,inf,4.160655244068224,inf,inf
20599,1.167525307134007,inf,1.5645393150901794,inf,inf
20600,1.1155010258452822,inf,1.119842088710629,inf,inf
20601,2.8442960650852647,inf,4.4156576898331545,inf,inf
20602,2.5287856827167046,inf,2.715774620894024,inf,inf
20604,2.5455771434991976,inf,2.2365995997230375,inf,inf
20605,1.0007457048445156,inf,0.9823371004314813,inf,inf
20606,1.4432207670974222,inf,1.4545461945019937,inf,inf
20609,2.4676515318345436,inf,2.261170742849622,inf,inf
20612,2.149139264766625,inf,2.1040826000349617,inf,inf
20614,2.811529719714405,inf,3.172828919710432,inf,inf
20617,2.7624036003422425,inf,3.0400235527174813,inf,inf
20622,0.6630206697350568,inf,0.6246451024448632,inf,inf
20624,3.67959105134723,inf,2.8748129412705565,inf,inf
20628,0.45844363427155216,inf,0.5680088304901122,inf,inf
20629,2.507239692570957,inf,2.821154958869389,inf,inf
20632,2.5941897937688068,inf,2.8310100435692926,inf,inf
20636,2.543384707027792,inf,3.8865095988474088,inf,inf
20637,0.578130544344132,inf,0.5118938813044099,inf,inf
20639,0.7275169929781083,inf,0.4664374862087016,inf,inf
20640,1.0274564619106628,inf,1.5533950147879125,inf,inf
20641,2.3527399504337057,inf,3.0274557351103284,inf,inf
20642,1.5741101265710744,inf,1.6017529011527858,inf,inf
20644,2.29774226765799,inf,2.6801774845395774,inf,inf
20646,2.05525769576415,inf,1.613689549718871,inf,inf
20647,1.1201385920811942,inf,2.3945542259181276,inf,inf
20651,1.7857625078184929,inf,1.3704555686613051,inf,inf
20652,1.0840787823803624,inf,0.8936163414619406,inf,inf
20653,0.761827408685903,inf,1.0443642339816628,inf,inf
20654,1.184746675812829,inf,1.3311169206303968,inf,inf
20655,1.7986345190889241,inf,2.173672910687583,inf,inf
20657,4.231709896208735,inf,4.017888357338387,inf,inf
20658,1.0825173833126802,inf,1.0469665817552685,inf,inf
20660,1.8216143547530537,inf,2.341089875058544,inf,inf
20661,1.2265795595090572,inf,1.037957397324309,inf,inf
20663,2.2941158299404023,inf,3.00065745626761,inf,inf
20664,2.0018729772231074,inf,2.0924435731533593,inf,inf
20666,2.662230007431979,inf,2.7054643037711137,inf,inf
20667,2.327807779845844,inf,1.8798478859580379,inf,inf
20670,4.647702090635511,inf,5.414829643377918,inf,inf
20672,1.10775656133829,inf,1.1060791331575355,inf,inf
20676,2.3186664684014873,inf,2.2750232013653737,inf,inf
20677,1.693888640762377,inf,2.323521824743492,inf,inf
20678,2.3807842880745858,inf,3.1902581105064862,inf,inf
20680,1.5653448020298575,inf,1.4482304585791608,inf,inf
20684,3.2584868669971105,inf,3.302942874213628,inf,inf
20685,1.6325611621525937,inf,2.689990503907423,inf,inf
20693,1.1664349300761194,inf,0.9431412349356133,inf,inf
20696,1.5080012438779726,inf,1.0999824018950366,inf,inf
20697,1.0772675022127818,inf,1.3399688387532138,inf,inf
20699,1.989465875376173,inf,2.0162598981325965,inf,inf
20701,0.6469737773647254,inf,0.5719068893823819,inf,inf
20702,1.4941363167522275,inf,1.3402771594565253,inf,inf
20705,1.7344189827108045,inf,1.7054157155967247,inf,inf
20706,1.3198406484923584,inf,1.3208367362622826,inf,inf
20708,0.9154193125626959,inf,0.9452401664347552,inf,inf
20713,2.137788637221927,inf,1.9053675315420973,inf,inf
20714,0.9358004381306425,inf,0.8720782626934623,inf,inf
20715,1.4482155148403844,inf,1.7905082047639573,inf,inf
20721,1.3690934917684545,inf,1.7904027741502067,inf,inf
20724,2.1006195796400022,inf,2.175155695458192,inf,inf
20729,3.1796487472709036,inf,3.6518199513339993,inf,inf
20730,1.3042671428571428,inf,1.6447658764765214,inf,inf
20733,1.6404696014043783,inf,1.7670632784674116,inf,inf
20735,0.8654424411400247,inf,1.0212350014454978,inf,inf
20737,1.5120427774827403,inf,1.5097700553526074,inf,inf
20739,0.5317124995574438,inf,0.4837050027763599,inf,inf
20741,3.42430807121234,inf,2.9097671599501083,inf,inf
20742,1.2410706130878622,inf,1.2426787240732202,inf,inf
20743,2.604945653513154,inf,2.377246580171131,inf,inf
20744,0.7972561376644836,inf,0.8403686846180352,inf,inf
20745,1.4687348976219983,inf,1.4624542919649393,inf,inf
20749,0.2430624553018234,inf,0.2670835666671579,inf,inf
20750,0.5764399892278426,inf,0.9053302829166047,inf,inf
20751,0.9456139883165162,inf,0.9078532650642371,inf,inf
20756,0.9494044777836785,inf,0.9502803994330581,inf,inf
20758,1.3110309030631817,inf,1.2368560811376932,inf,inf
20759,0.9594629093644894,inf,1.0939926079331612,inf,inf
20761,0.4658083466100195,inf,0.47714923779195667,inf,inf
20765,1.670257199799375,inf,2.2516125504426565,inf,inf
20768,1.5937791476367498,inf,1.4132578658294677,inf,inf
20771,2.2950628871128864,inf,2.1585535452645166,inf,inf
20773,1.4397109919159738,inf,2.159621144028245,inf,inf
20775,1.795825537366548,inf,1.2278420701687678,inf,inf
20777,0.7466914646100623,inf,0.7471210235907108,inf,inf
20781,0.945867835015047,inf,0.96697974211722,inf,inf
