model,score_val,pred_time_val,fit_time_marginal,fit_order
WeightedEnsemble,-0.9491114207393648,11.010859251022339,0.8588085174560547,8
Theta,-0.9809367739353984,1.0283339023590088,1.841627836227417,6
ETS,-0.9957442925326094,5.496661901473999,13.40942931175232,5
Chronos[bolt_small],-0.9970860128685497,3.7725303173065186,28.761221170425415,7
RecursiveTabular,-1.1265881587802034,0.1311509609222412,5.696280479431152,3
DirectTabular,-1.134467620148514,0.16419434547424316,5.848582744598389,4
SeasonalNaive,-1.1554944593715317,0.5821821689605713,1.4495270252227783,2
Naive,-1.1740027000027735,0.4422011375427246,4.431369781494141,1
